"Progress","Duration..in.seconds.","Finished","ResponseId","Q_RecaptchaScore","Prolific_ID","punishmore_1","punishmore_2","parsimony_1","parsimony_2","threestrikes_1","threestrikes_2","LWOP","deathpenalty","AttnCheck1","rates_1","rates_2","fear_1","fear_2","fear_3","AttnCheck2","dueprocess_1","dueprocess_2","dueprocess_3","uncertain_1","uncertain_2","uncertain_3","uncertain_4","hate_1","hate_2","hate_3","anger_1","anger_2","exclusion_1","exclusion_2","exclusion_3","degrad_1","degrad_2","degrad_3","suffer_1","suffer_2","prisonvi_1","prisonvi_2","harsh_1","harsh_2","harsh_3","revenge_1","revenge_2","revenge_3","rwa_1","rwa_2","rwa_3","rwa_4","rwa_5","sdo_1","sdo_2","sdo_3","sdo_4","sdo_5","sdo_6","sdo_7","sdo_8","venge_1","venge_2","venge_3","venge_4","venge_5","vprone_1","vprone_2","vprone_3","vprone_4","Raceresent_1","Raceresent_2","Raceresent_3","Raceresent_4","TV_1","TV_2","TV_3","TV_4","TV_5","TV_6","TV_7","TV_8","TV_9","Sentence_1","Sentence_OpenEnd1","Sentence_OpenEnd2","age_1","gender","race","education","politid","feedback","vignette","response_order","X","X.1","X.2","punishmore_1_R","parsimony_1_R","parsimony_2_R","hate_2_R","degrad_1_R","prisonvi_1_R","prisonvi_2_R","harsh_2_R","fear_1_R","rwa_3_R","sdo_3_R","sdo_4_R","sdo_7_R","sdo_8_R","venge_1_R","venge_5_R","Raceresent_1_R","Raceresent_4_R","dueprocess_2_R","Sentence_z","punishmore_comp","parsimony_comp","threestrikes_comp","punitiveness_8item","punitiveness_8item_z","punitiveness_agg","crime_rates_comp","fear_comp","crime_concerns_agg","hatred_comp","anger_comp","emotions_agg","exclusion_comp","degradation_comp","suffering_comp","prisonvi_comp","harsh_comp","revenge_comp","hostile_agg","rwa_comp","sdo_comp","venge_comp","vprone_comp","raceresent_comp","bloodsports_comp","personality_agg","dueprocess_comp","uncertain_comp","process_agg","political_group"
100,1076,1,"R_3QVAl6MF14pRTQj",1,"5eb4a91af2291f30f6b73c9c",4,4,1,4,4,1,7,7,9,4,1,4,3,1,4,4,5,5,5,4,4,5,6,6,6,6,6,4,6,5,5,6,5,6,5,5,5,4,5,5,5,5,5,6,1,7,6,5,6,6,5,2,5,6,6,5,5,5,5,4,5,7,1,7,7,1,5,6,3,6,1,1,1,1,1,1,1,1,50,"He killed someone and didn't let her call the police. Lock him up forever.","To keep him off the streets.",37,2,3,6,3,"",1,72,NA,NA,NA,4,7,4,2,3,3,3,3,4,1,3,6,2,3,3,3,7,5,3,1.23851286921351,4,5.5,2.5,4.75,0.559533327418384,0.899023098315949,2.5,2.66666666666667,2.6,4.66666666666667,6,5.2,5,4.66666666666667,5.5,3,4,5,4.5625,3.8,4.625,4,5.5,5.75,1,4.16666666666667,4,4.5,4.28571428571429,"Liberal"
100,1892,1,"R_37Ci8EeatyiligV",0.600000024,"682ac1b6669fa157b2399b41",4,6,1,7,7,6,7,5,9,4,4,7,1,1,4,4,6,6,6,6,2,2,6,4,4,6,6,4,4,6,6,6,4,5,5,6,6,4,6,4,4,6,4,7,6,4,6,6,2,2,6,6,1,1,6,7,6,2,2,2,7,3,1,5,3,4,3,5,2,6,4,6,6,6,4,5,4,4,12,"Darryl after losing his job he resulted to doing crime which is not right. The way the story is explained he did not intend to kill but only steal but he ended up killing the lady. Even though his actions are not right he does not exactly deserve a life sentence but a good number of years behind bars.","It will help him recollect himself and also help him keep in check .",24,1,1,5,4,"everything was clear",1,71,NA,NA,NA,4,7,1,4,2,2,2,2,1,4,2,2,2,1,2,1,4,6,2,-1.7804509173688,5,4,6.5,5.375,1.05511998884609,-0.362665464261351,4,1,2.2,4.66666666666667,6,5.2,4.66666666666667,4,5,2,3.33333333333333,4.66666666666667,4,5.8,1.625,1.8,3,4.5,4.5,3.3,4,4,4,"Moderate"
100,261,1,"R_7mfviX49QweqAru",0.899999976,"6785cd439bb160903ffcd312",3,6,2,6,2,1,4,2,9,4,5,4,5,2,4,5,7,6,3,3,5,5,4,3,3,5,3,5,5,5,5,5,2,5,5,5,5,5,4,3,3,5,5,5,1,6,5,5,5,3,6,4,5,2,5,6,2,4,4,4,3,2,1,5,5,6,1,3,2,5,1,4,1,3,1,3,3,1,50,"because he has a past and he led to her death","that he understands what he did and that other people will see how harsh the punishment will be and not do the same",22,2,3,4,4,"",2,70,NA,NA,NA,5,6,2,5,3,3,3,4,4,2,2,4,3,2,6,5,2,6,1,0.995350443968003,5.5,4,1.5,3.5,-0.431639995437038,0.281855224265482,4.5,3.66666666666667,4,4,4,4,5,3.33333333333333,5,3,4,4.33333333333333,4.125,3.6,3.25,4.6,3.25,3,1.5,3.26666666666667,4,4,4,"Moderate"
100,1193,1,"R_6VRNs8Tzyegvkkx",1,"63da9d744c860382808770bd",3,3,2,5,4,2,5,4,9,6,6,4,4,4,4,6,5,5,4,4,4,3,3,3,3,5,5,4,4,3,5,4,3,3,4,5,5,3,4,6,3,4,4,4,7,2,5,5,3,2,6,6,6,4,5,6,5,1,3,1,6,4,4,4,2,5,5,5,4,6,3,4,2,6,4,6,2,2,30,"I think 30 years will seem like a life time for Darryl Smith for killing Frankie Williams. If he is young after 30 years he can rehoin society hopefully as a new reform person.","If he make it out after his sentence hopefully he will learn that violence will not solve anything especially if he left a family behind to fend for themselves.That will give him plenty of time to reflect on what he did. Maybe just for a few dollars he took a life",64,2,3,2,5,"No Comments Thanks",1,69,NA,NA,NA,5,6,3,5,3,3,3,4,4,6,2,2,3,2,3,2,3,4,3,-0.350415439514018,4,4.5,3,4,-0.0351706662948695,-0.192793052904444,6,4,4.8,3.66666666666667,5,4.2,3.66666666666667,3.33333333333333,3.5,3,4.33333333333333,3.66666666666667,3.625,5.4,3,2,3.5,4.25,2.5,3.4,4.66666666666667,3.75,4.14285714285714,"Conservative"
100,669,1,"R_6JXVDEl3feUv0bm",1,"65fcaa30c61e9b7657625912",1,6,1,2,1,1,7,7,9,6,6,3,2,2,4,4,6,4,5,6,7,1,2,2,2,2,4,5,5,3,6,6,5,6,5,2,3,5,3,4,5,5,5,7,7,1,7,7,4,7,4,4,7,7,4,4,5,2,3,3,4,6,1,2,1,5,7,7,1,5,1,1,1,5,2,5,1,1,50,"His actions were unacceptable. He is a violent individual, and needs tom be disciplined and kept out of society.","Change who he is and his behavior.",61,1,5,3,7,"",2,68,NA,NA,NA,7,7,6,6,2,6,5,5,5,7,4,4,4,4,3,4,3,7,2,0.995350443968003,6.5,6.5,1,5.25,0.956002656560552,0.975676550264277,6,3,4.2,3.33333333333333,3,3.2,4.33333333333333,4.33333333333333,5.5,5.5,4.66666666666667,5,4.8125,7,5.125,3,2.5,6,1.25,4.33333333333333,3.33333333333333,4.75,4.14285714285714,"Conservative"
100,1855,1,"R_6MfYGY2rchf3M2q",1,"67db6b9f7ee1b0b7567ce00a",4,5,1,4,7,4,7,7,9,7,6,7,2,2,4,4,7,1,1,4,4,1,2,7,1,3,4,1,3,1,7,4,1,4,1,7,7,1,6,4,3,4,3,7,7,1,6,5,1,1,7,7,1,1,7,7,7,1,3,1,7,7,1,5,6,6,4,4,6,6,6,6,5,6,5,7,5,5,30,"Darryl's actions were violent and led to the death of someone. He actually had a choice to walk away, but he chose to attack. So I think 30 years is a rational punishment that also considers the impact on his life.","I hope this sentence will console Frankie's family and friends, and serve as a reminder that voilent actions have serious consequences. ",63,1,4,6,7,"No comments",1,67,NA,NA,NA,4,7,4,1,1,1,1,2,1,7,1,1,1,1,1,1,2,2,1,-0.350415439514018,4.5,5.5,5.5,5.625,1.25335465341718,0.45146960695158,6.5,1.66666666666667,3.6,1.33333333333333,3.5,2.2,1.66666666666667,2,2.5,1,2.33333333333333,3.33333333333333,2.1875,6.4,1,1.4,4.75,3,5,3.26666666666667,2,2.5,2.28571428571429,"Conservative"
100,654,1,"R_7HIwHHkUUurYmtE",1,"669eb1b6dc497b39d6ad103f",7,2,3,7,1,1,7,2,9,4,5,2,4,1,4,1,7,1,2,7,4,1,1,4,3,4,4,1,1,1,6,5,1,2,1,4,2,1,7,2,2,1,2,2,2,6,1,2,7,3,2,7,5,3,5,6,6,2,5,3,6,7,7,4,3,6,2,2,5,6,1,5,5,2,4,5,1,1,30,"It's a standard sentence and he murdered someone ","Keeping him out of society so he won't kill again ",65,1,2,2,7,"",1,66,NA,NA,NA,1,5,1,4,2,4,6,1,6,2,6,1,3,2,2,2,2,3,1,-0.350415439514018,1.5,3,1,2.5,-1.22457865372138,-0.787497046617697,4.5,3.66666666666667,4,2.66666666666667,4,3.2,1,2.66666666666667,1.5,5,1.33333333333333,1.66666666666667,2.0625,1.8,3.75,2.8,5.25,2.25,2.75,3.13333333333333,1,3.5,2.42857142857143,"Conservative"
100,601,1,"R_7xGlCVNKVjVTItz",1,"65416290c14d86b1f256549e",4,4,3,5,3,2,5,4,9,5,5,2,6,4,4,3,6,4,4,4,4,2,4,4,5,4,6,5,2,3,4,4,2,4,3,6,7,2,6,4,2,3,6,4,1,6,4,5,3,2,6,6,3,2,6,6,5,2,3,2,5,4,2,3,2,5,3,4,3,6,3,5,2,6,1,4,1,2,30,"He was already committing crimes beforehand so along with the murder, I believe that he should be in there for 30 years. I didn't give him life in hopes that he would get some help and be able to change for the better.","I hope he can change for the better.",21,2,1,4,4,"",3,65,NA,NA,NA,4,5,3,4,4,2,1,2,6,2,2,2,2,2,3,3,3,5,2,-0.284169605407477,4,4,2.5,3.75,-0.233405330865954,-0.258787468136715,5,5.33333333333333,5.2,4.33333333333333,5,4.6,3.33333333333333,3.33333333333333,3.5,1.5,2.66666666666667,3.66666666666667,3.0625,3.2,2.25,2.6,2.75,3.75,1.5,2.63333333333333,3,3.5,3.28571428571429,"Moderate"
100,1061,1,"R_7WuMyRNHuJmWtUD",1,"677bccba65784d9a5a876468",1,7,1,4,1,1,7,7,9,7,7,3,7,4,4,7,1,7,4,1,1,1,7,1,7,7,7,7,7,7,1,7,7,7,7,7,7,4,1,7,7,7,7,4,1,7,4,7,1,1,7,7,1,1,7,7,4,3,4,3,5,7,1,4,1,7,1,1,7,7,1,2,1,1,1,4,1,3,50,"He murdered this girl for no reason. She didn't harm him in anyway and he wasn't defending himself. She even tried to get away and call for help but he had intentions on killing her I believe. Whether someone is drunk or not murder is unacceptable unless that person was hurting you.","I hope that other people agree with my opinion and understand my reasoning behind it.",24,2,1,2,3,"Was the case presented to me hypothetical or real? It may have mentioned it in the study but I must have missed it. If it is real I would like to learn more information on it. ",2,64,NA,NA,NA,7,7,4,7,7,1,1,7,5,1,1,1,1,1,4,3,1,1,7,0.995350443968003,7,5.5,1,5.125,0.85688532427501,0.926117884121506,7,5.33333333333333,6,7,7,7,7,7,7,1,6,7,6.0625,3.4,1,3.4,3.25,1,1.5,2.16666666666667,7,1.75,4,"Liberal"
100,1861,1,"R_1MJIOfaqG5mKRKh",1,"6631d770e613584c0d5cfdba",5,3,2,5,5,3,5,5,9,5,5,6,2,3,4,4,7,1,3,4,4,1,4,4,4,4,5,5,3,5,6,2,5,2,3,4,5,3,5,2,2,1,5,3,1,7,4,4,1,1,7,7,1,1,7,7,3,3,2,1,5,5,1,1,1,5,2,4,5,7,2,2,2,5,1,2,1,1,25,"He took a life but should have the chance to redeem himself.","Hope it is fair and he will reflect on his actions. ",40,2,6,4,3,"",1,63,NA,NA,NA,3,6,3,4,2,4,3,3,2,1,1,1,1,1,5,3,3,3,1,-0.747647516695901,3,4.5,4,4.125,0.0639466659906727,-0.341850425352614,5,2.33333333333333,3.4,4,4.5,4.2,4.33333333333333,3,2.5,3.5,2.66666666666667,2.66666666666667,3.125,2.6,1,2.8,2,3,1.25,2,2,3,2.57142857142857,"Liberal"
100,728,1,"R_5dYo138aiZJQTUz",1,"64fb7a063c124d3259221f63",3,2,2,7,1,3,6,3,9,4,4,5,1,1,4,1,7,2,2,7,4,1,1,1,4,2,3,5,2,5,5,1,1,2,5,7,7,1,5,1,1,4,3,1,1,7,3,3,2,1,6,7,1,1,7,7,3,1,7,3,3,1,1,3,1,6,1,1,6,6,2,3,1,7,1,4,1,1,40,"He might've not meant to kill him, but Darryl is capable of this kind of violence, he may do it again.","I hope he realizes the consequences of his actions and the kind of life he was living is not the right path.",22,2,4,4,2,"",3,62,NA,NA,NA,5,6,1,7,3,1,1,3,3,1,2,1,1,1,5,5,2,2,1,0.549687151772765,3.5,3.5,2,3.375,-0.530757327722581,0.00946491202509231,4,1.66666666666667,2.6,4,2.5,3.4,4,1.66666666666667,3.5,1,1.66666666666667,2.66666666666667,2.4375,1.8,1.25,4.2,1.5,1.5,1,1.86666666666667,1.33333333333333,3.5,2.57142857142857,"Liberal"
100,2010,1,"R_3rSaWYzKByjBspb",0.400000006,"67f000137a872d98794640b1",6,4,1,5,7,6,7,7,9,5,6,4,5,5,4,6,5,5,5,5,5,4,5,3,5,6,6,6,5,6,2,6,3,3,4,2,5,2,3,4,6,4,6,4,2,6,2,5,2,3,6,7,1,1,6,6,7,1,5,1,6,5,5,4,1,6,2,1,6,6,3,4,2,5,5,4,1,1,35,"becoming furious while trying to rob someone is pretty crazy ngl. i gave out that sentence because even though yes he needed some help, id never advocate for violence and he also not ro someone he killed her too.... thats just insane.","i hope that he spends the rest of his life, really thinking hard about all the options he had that day. ",21,2,1,4,2,"some pretty chill questions.",1,61,NA,NA,NA,2,7,3,5,6,6,3,5,4,2,2,1,2,2,1,2,2,2,3,0.0468166376678649,3,5,6.5,5.375,1.05511998884609,0.55096831325698,5.5,4.66666666666667,5,5,6,5.4,5.66666666666667,5,3.5,4.5,3.66666666666667,5.33333333333333,4.6875,3,1.75,2,3.75,1.75,2.25,2.33333333333333,4.66666666666667,4.75,4.71428571428571,"Liberal"
100,630,1,"R_7oCoc88CNyHBuhK",1,"62b23ec52d823af70d023ca2",6,2,3,6,1,1,4,1,9,6,4,6,2,2,4,1,7,1,4,4,4,1,4,4,3,5,6,2,2,4,7,4,2,1,1,6,7,1,7,1,3,3,6,1,1,7,1,2,1,1,7,7,2,2,7,7,4,4,6,3,5,6,1,1,1,7,1,1,6,6,4,4,4,4,4,6,4,6,25,"Darryl's action led to the death of Frankie. He hurt her and led her to run into the street on purpose and he has proven that he is a violent individual. ","The sentence will keep Darryl away from mainstream society and punish him for his actions. ",24,1,4,4,3,"Interesting study. ",2,60,NA,NA,NA,2,5,2,4,1,2,1,1,2,1,1,1,1,1,4,3,1,2,1,-0.989036485555881,2,3.5,1,2.25,-1.42281331829246,-1.20592490192417,5,2,3.2,3.66666666666667,5.5,4.4,2.66666666666667,2.33333333333333,1,1.5,1,4,2.1875,1.2,1.25,4,2.25,1.25,4.5,2.26666666666667,1,3.25,2.28571428571429,"Liberal"
100,1393,1,"R_3xVP24cIj85y7xh",1,"65d3b99a393abc32c9767b01",6,2,1,7,2,1,6,1,9,7,7,7,3,2,4,7,5,7,1,1,3,1,5,5,6,6,7,7,3,6,6,6,6,1,3,7,7,5,7,3,7,6,5,2,6,6,7,7,5,2,7,7,1,1,7,7,5,3,6,3,3,2,5,1,4,6,2,6,5,3,7,3,1,3,1,7,1,1,25,"I don't think Darryl meant to really kill Frankie even though he was the cause of her death.  It was actually the van that killed her. ","Give Darryl the time to consider how his actions caused Frankie's death.  Perhaps,  in time he will learn how to control his temper and reflect on his abhorrent treatment of Frankie. 


",71,2,3,4,4,"While I do believe criminals should be sent to prison for their crimes,  I do not believe our justice system is blind. Therecare much more minorities and poor people in jail. Also, Prosecutors only care about winning so they would plea bargain and sometimes a proven criminal would get a much lighter sentence than deserved,",2,59,NA,NA,NA,2,7,1,3,2,1,1,1,1,2,1,1,1,1,3,5,2,3,3,-0.989036485555881,2,4,1.5,2.75,-1.02634398915029,-1.00769023735309,7,2,4,4.66666666666667,6.5,5.4,5.33333333333333,4.66666666666667,2,1,3,6,3.9375,4.8,1.625,4,3,3.25,1,2.86666666666667,5.66666666666667,1.5,3.28571428571429,"Moderate"
100,365,1,"R_1tx6wEhbvLdykBE",1,"60fcc4120cecba5bc510e142",4,3,1,4,3,1,6,5,9,4,3,5,5,3,4,5,5,3,4,4,4,3,5,3,4,5,4,5,5,3,5,4,4,4,4,4,4,4,3,3,4,4,5,3,1,7,4,4,5,5,4,3,4,3,4,5,3,4,3,4,3,4,3,4,4,5,3,3,5,5,3,5,4,4,4,3,2,4,25,"the situation escalated and he had the opportunity to walk away, but instead someone lost their life for no reason","justice",24,2,1,4,3,"",1,58,NA,NA,NA,4,7,4,5,3,4,4,5,3,1,4,5,4,3,5,5,3,3,3,-0.747647516695901,3.5,5.5,2,4.125,0.0639466659906727,-0.341850425352614,3.5,3.66666666666667,3.6,4.66666666666667,4.5,4.6,4.33333333333333,3.66666666666667,4,4,4,4.33333333333333,4.0625,2.6,4.125,4.2,3.75,3,3.5,3.6,3.66666666666667,3.75,3.71428571428571,"Liberal"
100,458,1,"R_64urhIZHgrNrCU6",1,"6787a08f833432d68ed30764",5,2,1,5,5,1,7,3,9,7,7,5,5,1,4,2,7,2,1,3,1,1,3,1,6,2,5,5,6,5,5,5,1,3,3,2,5,3,5,2,2,5,7,1,1,7,1,3,7,6,5,2,7,6,3,3,7,1,1,1,7,7,1,1,1,1,7,6,1,6,1,1,1,1,1,5,1,1,50,"Darryl was already a career criminal stealing cars. He deserves life in prison for murder","Getting a career criminal off the steets.",23,1,1,2,5,"",3,57,NA,NA,NA,3,7,3,7,3,6,3,3,3,1,3,6,5,5,1,1,7,7,1,1.38354390895301,2.5,5,3,3.875,-0.134287998580412,0.624627955186298,7,3,4.6,5.33333333333333,3.5,4.6,5.33333333333333,3,3,4.5,2.66666666666667,4.66666666666667,3.875,1.4,5.625,1,2.5,6.75,1,3.26666666666667,1.66666666666667,1.5,1.57142857142857,"Conservative"
100,994,1,"R_6KqhdAfECP5jIt3",1,"67bf8696b3b7e7a95c9cd9bf",2,3,3,4,4,1,4,4,9,7,7,4,3,3,4,3,7,5,4,5,5,1,4,3,4,4,7,5,5,5,5,3,4,5,4,5,4,2,7,2,4,4,6,4,1,7,4,5,1,1,7,7,3,1,7,7,3,4,5,5,4,4,1,4,1,3,4,5,3,5,4,7,1,1,1,7,1,4,35,"I don't think he should serve life as it wasn't premeditated, but I think he deserves to serve at least 35, because the crime he committed was still pretty bad.","I hope he will see the wrongs he did and try to become a better person and try to make amends.",55,2,1,2,2,"This was a fun and thoughtful study to take part in. I liked it!",1,56,NA,NA,NA,6,5,4,5,3,3,4,1,4,1,1,1,1,1,5,4,5,5,1,0.0468166376678649,4.5,4.5,2.5,3.875,-0.134287998580412,-0.0437356804562734,7,3.33333333333333,4.8,4.33333333333333,5.5,4.8,5,3.33333333333333,4.5,3.5,1.66666666666667,4.66666666666667,3.75,3,1.25,4.6,2.5,4.75,1.75,2.8,3,3.75,3.42857142857143,"Liberal"
100,1093,1,"R_17VC08Z6yjR7EeN",1,"61674c38a9dfe681d71f57d6",5,4,3,7,1,1,6,1,9,7,6,3,4,4,4,5,5,5,5,4,4,1,4,4,4,4,5,4,4,5,5,4,2,4,4,4,5,4,4,3,4,5,7,1,4,4,1,4,1,1,7,7,1,1,7,7,4,4,4,4,4,4,4,4,1,7,3,4,7,7,3,6,6,5,5,2,3,7,40,"i think this sentence is a long time to think about what you have done my hopes with this amount of time is that he will change himself and take what he did incredibly seriously and own up to his wrongdoing maybe then he will have a bit of time left when he is out to own up to his terrible choice. ","I would hope this sentence would make him understand what he did in taking a life. I hope this sentence would be long and hard for him so that all he can do is think long and hard about the choices that led him to where he is now.",24,1,2,3,4,"I enjoyed this study a lot and it honestly made me think long and hard about life especially when reading the news story and having to make the decision about how long the man should serve in prison.",2,55,NA,NA,NA,3,5,1,4,3,4,3,4,5,4,1,1,1,1,4,4,1,1,3,0.201595672158449,3.5,3,1,2.75,-1.02634398915029,-0.412374158495921,6.5,4.33333333333333,5.2,4,4.5,4.2,4.33333333333333,3,4,3.5,3.66666666666667,5.33333333333333,4,2.8,1,4,3.25,2.25,5.25,2.83333333333333,4.33333333333333,3.5,3.85714285714286,"Moderate"
100,1701,1,"R_7Ow4FosIYaaQqrT",1,"62bef458a8a3337e49ea7ccd",3,7,1,3,2,2,4,4,9,6,5,7,1,1,4,5,2,5,4,4,3,1,4,1,4,5,6,5,4,6,1,5,5,5,6,4,5,4,3,2,4,5,3,5,3,5,4,5,4,6,6,6,3,3,5,6,1,2,4,2,5,4,5,5,1,4,4,6,2,6,1,1,1,1,1,5,1,1,50,"Darryl basically murdered someone and I think killing anyone deserves a long, long time away. In this case, I think he deserves a life sentence.","He should suffer for what he did to an innocent person.",37,2,3,2,6,"",1,54,NA,NA,NA,5,7,5,7,7,4,3,5,1,3,2,2,3,2,7,3,4,6,6,1.23851286921351,6,6,2,4.5,0.361298662847299,0.799905766030407,5.5,1,2.8,5,5.5,5.2,5,5.66666666666667,5.5,3.5,3.66666666666667,4,4.5625,4,3.125,3.6,3.75,5,1,3.4,5.33333333333333,3,4,"Conservative"
100,1392,1,"R_7eet3xaqeJxXNdg",0.400000006,"650b695bf3b3d34f9c461926",4,4,3,4,5,3,5,4,9,5,4,5,1,3,4,4,2,4,4,2,4,3,4,4,4,3,4,5,5,5,4,5,4,5,4,4,5,5,4,5,4,4,6,4,2,5,3,4,5,5,4,4,6,6,4,4,6,2,4,2,6,4,4,4,5,3,5,6,2,5,4,2,2,2,4,1,3,2,30,"While he did not intend on kill her, it was the result. Hence a somewhat hefty sentence.","Honestly, im sure after a mere 5 years or less they will have greatly regret their decision, perhaps even earlier than that. Yet it seems to be more as retribution to those she left behind.",33,2,1,4,4,"Add, 2 or more/multi racial to demographics.
I am mixed, not just white.",1,53,NA,NA,NA,4,5,4,4,4,4,3,4,3,3,4,4,4,4,2,2,5,6,6,-0.350415439514018,4,4.5,4,4.25,0.163063998276215,-0.0936757206189017,4.5,2.33333333333333,3.2,4,3.5,3.8,5,4.33333333333333,4.5,3.5,4.66666666666667,4.66666666666667,4.5,3.2,4.75,2.4,4.25,5.5,2.75,3.86666666666667,4.66666666666667,3.25,3.85714285714286,"Moderate"
100,833,1,"R_3rpRwPriUISTlq8",1,"60e3abf8c7ce5b28f917f5d3",6,5,3,6,4,1,7,4,9,5,3,7,2,1,4,4,7,4,4,4,4,1,3,3,3,4,3,2,4,4,6,4,1,4,6,5,6,1,4,4,5,5,1,4,4,7,4,4,6,1,5,6,1,4,4,7,4,5,5,5,4,4,5,2,1,4,4,4,3,5,5,7,5,5,7,4,4,4,40,"40 years is necessary due to the aggravated and severe nature of the crime. THe violation involved a violation of restraining order, a history of abuse, and escalated violence. ","I hope that the sentence will accomplish some sort of retribution for the victim. People should also feel deterred to commit any similar crimes. ",23,1,4,5,4,"n/a",2,52,NA,NA,NA,2,5,2,5,2,3,2,4,1,1,3,2,4,1,4,4,4,5,1,0.201595672158449,3.5,3.5,2.5,3.75,-0.233405330865954,-0.0159048293537524,4,1.33333333333333,2.4,3.66666666666667,3.5,3.6,3.33333333333333,2.33333333333333,5,2.5,3,3.66666666666667,3.25,3.4,2.75,4.6,3,4.25,5,3.7,3,3.25,3.14285714285714,"Moderate"
100,1226,1,"R_1rxosGDlYzK7oTk",1,"6102eb5ae34c003d0172c3cf",6,3,3,6,7,3,6,3,9,7,7,2,5,5,4,4,2,5,5,2,4,1,4,5,5,5,6,6,5,4,5,5,4,3,5,4,4,4,6,2,5,4,6,2,1,7,2,3,4,2,7,7,3,2,7,7,6,1,3,3,6,4,5,1,1,7,1,2,7,6,1,4,5,5,6,1,1,7,50,"He murdered someone out of anger, not for anything else.","Make him too old to ever do it again.",23,2,1,4,1,"",3,51,NA,NA,NA,2,5,2,3,3,4,4,2,6,1,1,1,1,1,2,2,1,1,6,1.38354390895301,2.5,3.5,5,3.875,-0.134287998580412,0.624627955186298,7,5.33333333333333,6,4,5.5,4.6,5,4,4,4,2.66666666666667,5,4.125,1.8,1.875,2.2,2.75,1.25,4.75,2.33333333333333,5,3,3.85714285714286,"Liberal"
100,804,1,"R_11cZzEnMLxDSY3p",0.5,"672006dea8df063311b77a05",7,2,1,7,4,1,4,1,9,4,4,6,2,2,4,3,7,1,4,2,2,1,3,4,2,2,3,5,2,4,7,4,1,2,1,4,7,1,6,1,2,2,6,2,1,7,1,1,1,1,7,7,1,1,7,7,5,3,2,3,4,2,1,1,1,6,3,4,4,6,4,4,3,5,3,2,1,1,50,"Darryl had many opportunities to change is behavior and get help,  but instead he continued to be violent despite the restraining. For this reason he deserves to spend the rest of in prison because he already had the opportunity to stop but he choose not to. ","I hope that this will help ensure that Darryl does not hurt anyone else and that maybe violent people will seek help before things get worse for them.",22,2,4,4,4,"",2,50,NA,NA,NA,1,7,1,4,1,4,1,2,2,1,1,1,1,1,3,4,2,4,1,0.995350443968003,1.5,4,2.5,2.625,-1.12546132143583,-0.0650554387339156,4,2,2.8,3,2.5,2.8,3.66666666666667,2,1.5,2.5,1.33333333333333,3.33333333333333,2.4375,1.2,1,3,1.25,3.25,2,1.83333333333333,1.66666666666667,2.25,2,"Moderate"
100,754,1,"R_7eKs9vpKK2ky2hO",1,"5e8b32ec2c33ae7f20a0b401",4,2,5,6,4,2,6,5,9,4,4,4,6,6,4,3,6,4,5,5,5,1,3,4,4,4,4,5,6,5,5,5,5,4,4,4,4,5,5,5,4,4,6,4,4,4,4,5,4,2,2,6,2,2,6,6,4,4,5,3,5,5,1,4,1,5,2,2,5,6,6,4,2,6,6,6,2,2,25,"Second degree murder, not the first","social classes and living.",64,2,3,6,4,"",2,48,NA,NA,NA,4,3,2,4,3,4,4,3,4,4,6,2,2,2,4,3,3,3,2,-0.989036485555881,3,2.5,3,3.5,-0.431639995437038,-0.71033824049646,4,5.33333333333333,4.8,3.66666666666667,4,3.8,5.33333333333333,4.33333333333333,4,4,4.33333333333333,4.66666666666667,4.5,4.2,2.75,3.8,2.75,2.5,3,3.16666666666667,3,4,3.57142857142857,"Moderate"
100,533,1,"R_61SGFNT3Jck37bT",1,"669816ec7900b3bc0d49bdc0",5,3,3,6,4,3,4,4,9,7,6,4,3,2,4,4,5,3,4,2,3,3,2,4,4,1,7,3,2,1,6,4,3,4,1,5,7,2,4,3,4,2,6,2,1,6,1,4,4,1,7,7,2,2,6,6,4,2,4,4,2,3,1,4,3,6,1,3,7,7,4,7,5,6,4,2,1,4,6,"I gave this sentence a length of 6 years to Darryl, because even though the crime he committed was awful and bad for society in general, he deserves a chance still.","I hope like I said above, this sentence will be long enough to help him get guidance and learn his lesson, but also so he can still come out to the world with time for his family and to exist.",23,2,1,2,2,"",3,47,NA,NA,NA,3,5,2,4,2,3,1,4,4,2,1,1,2,2,4,6,2,1,3,-2.28542582264006,3,3.5,3.5,3.5,-0.431639995437038,-1.35853290903855,6.5,3,4.4,3.33333333333333,4,3.6,2,3,2.5,2,3,4,2.8125,2,1.875,4,2.75,1.75,3.5,2.56666666666667,3.33333333333333,3,3.14285714285714,"Liberal"
